Entry,Name,Processing condition,,Cluster Number (0 to 11),,Al,Cu,Mn,N,Ni,Ti,S,Fe,Zr,P,Si,V,Mo,Co,C,Nb,B,Cr,,(Ultimate) Tensile strength (MPa),Yield strength (MPa),Ductility (%),,Cluster Number,Cluster label
2431,AISI 8620 Steel,"Carburized, Box Cooled, Reheated And Quenched, 150C (300F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,675,490,21,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2432,AISI 8620 Steel,"Double Quenched And Tempered (230C (450F)), Carburized",,5,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,898,533,22,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2433,ASTM A710 Steel,"Grade A, Class 3, 6.4 - 50 mm Inclusive",,1,,0,1.15,0.55,0,0.85,0,0.025,95.96,0,0.025,0.4,0,0.2,0,0.07,0.02,0,0.75,,585,515,20,,1,Hot rolled – general construction steel
2434,AISI 8620 Steel,"Normalized, 100 mm (4 In.) Round",,9,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,565,360,28,,9,Normalized – general-purpose steel (round normalized stock)
2435,AISI 8620 Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Reheated To 845C, 150C Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1050,855,17,,0,Carburized – quenched (oil) – wear-resistant surface steel
2436,AISI 8620H Steel,"Quenched From Carburizing Box, 13 mm (0.5 In.) Round",,2,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1325,1035,12,,2,Quenched (oil) – general-purpose steel (tested)
2437,AISI 8620 Steel,"Mock Carburized, Reheated And Oil Quenched, 150C (300F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1380,1085,13,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2438,AISI 8620H Steel,Annealed 13 mm (0.5 In.) Round,,3,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,530,385,31,,3,Normalized – easy-to-machine stock (cold drawn)
2439,AISI 8620H Steel,"Normalized (Heated To 915C Air Cooled), 13 mm (0.5 In.) Round",,4,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,660,370,26,,4,Normalized (air cooled) – general-purpose steel
2440,AISI 4620H Steel,"Normalized, 25 mm (1 In.) Round",,9,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,570,365,29,,9,Normalized – general-purpose steel (round normalized stock)
2441,AISI 8620H Steel,"Normalized, 25 mm (1 In.) Round",,9,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,635,360,26,,9,Normalized – general-purpose steel (round normalized stock)
2442,AISI 8620H Steel,"Carburized, Box Cooled, Reheated And Double Quenched, 150C (300F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,917,570,20,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2443,ASTM A514 Steel,"Grade Q, Plate Thickness 64 - 120 mm",,11,,0,0,1.125,0,1.35,0,0.04,95.22,0,0.035,0.25,0.055,0.5,0,0.175,0,0,1.25,,793,620,16,,11,plate – no special treatment – general-purpose steel
2444,AISI 8620 Steel,"Carburized, Box Cooled, Reheated And Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,958,814,19,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2445,AISI 8620H Steel,"Normalized, Machined To 13.7 mm, Pseudocarburized, Oil Quenched, 150C Temper",,0,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1110,924,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2446,AISI 8620 Steel,"Mock Carburized, Reheated And Quenched, 150C (300F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,807,505,23,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2447,ASTM A514 Steel,"Grade P, Plate Thickness 19 - 64 mm",,11,,0,0,0.575,0,1.35,0,0.04,96.007,0,0.035,0.275,0,0.525,0,0.165,0,0.003,1.025,,828,690,18,,11,plate – no special treatment – general-purpose steel
2448,AISI 8620 Steel,"Normalized, Machined To 13.7 mm, Pseudocarburized, Reheated To 775C, 150C Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,938,772,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2449,AISI 8620 Steel,"Mock Carburized, Reheated And Oil Quenched, 230C (450F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1225,965,14,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2450,AISI 8620H Steel,"Mock Carburized, Reheated And Oil Quenched, 230C (450F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1225,965,14,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2451,AISI 8620 Steel,"Mock Carburized, Reheated And Oil Quenched, 230C (450F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,855,560,19,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2452,AISI 8620H Steel,"Direct Quenched From Pot, 150C (300F) Temper, Carburized",,5,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1324,1036,12,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2453,AISI 8620H Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Reheated To 800C, 150C Temper",,0,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,958,765,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2454,AISI 4815 Steel,"Pseudocarburized, Reheated To 830C (1525F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1075,910,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2455,AISI 8620H Steel,"Quenched From Carburizing Box, 50 mm (2 In.) Round",,2,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,745,560,25,,2,Quenched (oil) – general-purpose steel (tested)
2456,AISI 4820 Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1413,1085,11,,0,Carburized – quenched (oil) – wear-resistant surface steel
2457,AISI 4820 Steel,"Normalized 860C (1580F), 13 mm (0.5 In.) Round",,4,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,772,495,26,,4,Normalized (air cooled) – general-purpose steel
2458,AISI 4815H Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.3,0,0.035,0.225,0,0.25,0,0.15,0,0,0,,1095,917,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2459,AISI 4815H Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.3,0,0.035,0.225,0,0.25,0,0.15,0,0,0,,1160,993,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2460,AISI 8620 Steel,"Mock Carburized, Reheated And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,876,580,20,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2461,AISI 8617 Steel,"Heat Treated, Machined, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.475,0,0.035,0.225,0,0.2,0,0.175,0,0,0.5,,883,650,19,,0,Carburized – quenched (oil) – wear-resistant surface steel
2462,AISI 5120H Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 775C (1430F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.9,0,0.035,0.225,0,0,0,0.2,0,0,0.8,,848,650,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2463,AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1170,869,15,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2464,AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 230C (450F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,807,550,21,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2465,AISI 8620 Steel,"Quenched From Carburizing Box, 13 mm (0.5 In.) Round",,2,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1325,1035,12,,2,Quenched (oil) – general-purpose steel (tested)
2466,AISI 5120 Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.905,0,0.035,0.225,0,0,0,0.195,0,0,0.8,,1020,848,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2467,AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 230C (450F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1415,1170,13,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2468,AISI 8620H Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Oil Quenched, 150C Temper",,0,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1075,876,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2469,AISI 4820 Steel,"Normalized 860C (1580F), 100 mm (4 In.) Round",,4,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,717,470,22,,4,Normalized (air cooled) – general-purpose steel
2470,AISI 8620H Steel,"Double Quenched And Tempered (230C (450F)), Carburized",,5,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,898,533,22,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2471,AISI 8622 Steel,"Heat Treated, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.425,0,0.035,0.225,0,0.2,0,0.225,0,0,0.5,,1314,928,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
2472,AISI 8620H Steel,"Mock Carburized, Reheated And Oil Quenched, 230C (450F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,855,560,19,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2473,AISI 4815 Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1095,917,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2474,AISI 4718H Steel,"Pseudocarburized, Reheated To 850C (1560F) And Oil Quenched, 150C (300F) Temper, 25 mm Round",,0,,0,0,0.775,0,1.05,0,0.04,96.89,0,0.04,0.225,0,0.35,0,0.18,0,0,0.45,,1096,724,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2475,AISI 4718 Steel,"Pseudocarburized, Reheated To 850C (1560F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",,0,,0,0,0.8,0,1.05,0,0.04,96.81,0,0.04,0.275,0,0.35,0,0.185,0,0,0.45,,1172,841,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2476,AISI 4820H Steel,"Single Quenched And Tempered (230C (450F)), 1.2 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1415,1272,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2477,AISI 8620H Steel,"Mock Carburized, Reheated And Quenched, 150C (300F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,807,505,23,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2478,AISI 8620H Steel,"Direct Quenched From Pot, 230C (450F) Temper, Carburized",,5,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1250,926,12,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2479,AISI 4820 Steel,Annealed 815C (1500F),,7,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,685,460,22,,7,Annealed – easy-to-machine – round annealed stock
2480,AISI 8620H Steel,"Single Quenched And Tempered (150C (300F)), Carburized",,5,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1300,1033,11,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2481,AISI 8620 Steel,"Quenched From Carburizing Box, 50 mm (2 In.) Round",,2,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,745,560,25,,2,Quenched (oil) – general-purpose steel (tested)
2482,AISI 8822 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 820C (1510F) Reheat, 150C (300F) Temper",,0,,0,0,0.875,0,0.55,0,0.04,97.2,0,0.035,0.225,0,0.35,0,0.225,0,0,0.5,,1451,1041,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2483,AISI 8620H Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Reheated To 775C, 150C Temper",,0,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,903,710,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2484,AISI 5120H Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 845C (1550F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.9,0,0.035,0.225,0,0,0,0.2,0,0,0.8,,979,786,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2485,AISI E9310 Steel,"Single Quenched And Tempered At 230C (450F), 1.2 mm Case Depth",,5,,0,0,0.55,0,3.25,0,0.025,94.455,0,0.025,0.275,0,0.115,0,0.105,0,0,1.2,,1158,948,15,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2486,AISI 8822 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.875,0,0.55,0,0.04,97.2,0,0.035,0.225,0,0.35,0,0.225,0,0,0.5,,1314,928,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
2487,AISI 4620H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 830C (1525F), Quenched And Tempered",,0,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,945,752,17,,0,Carburized – quenched (oil) – wear-resistant surface steel
2488,AISI 8620H Steel,"Normalized, Machined To 13.7 mm, Pseudocarburized, Reheated To 840C, 150C Temper",,0,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1095,910,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2489,AISI E9310 Steel,"Direct Quenched From Pot, Tempered At 150C (300F), 0.99 mm Case Depth",,5,,0,0,0.55,0,3.25,0,0.025,94.455,0,0.025,0.275,0,0.115,0,0.105,0,0,1.2,,1238,993,15,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2490,AISI 8622 Steel,"Heat Treated, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 865C (1590F) Reheat, 150C (300F) Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.425,0,0.035,0.225,0,0.2,0,0.225,0,0,0.5,,1250,900,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2491,AISI 8620H Steel,"Normalized, 100 mm (4 In.) Round",,9,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,565,360,28,,9,Normalized – general-purpose steel (round normalized stock)
2492,AISI 8822H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 865C (1590F) Reheat, 150C (300F) Temper",,0,,0,0,0.875,0,0.55,0,0.04,97.205,0,0.035,0.225,0,0.35,0,0.22,0,0,0.5,,1250,900,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2493,AISI 8622H Steel,"Heat Treated, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 865C (1590F) Reheat, 150C (300F) Temper",,0,,0,0,0.775,0,0.55,0,0.04,97.46,0,0.035,0.225,0,0.2,0,0.22,0,0,0.495,,1250,900,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2494,AISI 8822H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 820C (1510F) Reheat, 150C (300F) Temper",,0,,0,0,0.875,0,0.55,0,0.04,97.205,0,0.035,0.225,0,0.35,0,0.22,0,0,0.5,,1451,1041,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2495,AISI 8620H Steel,"Mock Carburized, Reheated And Oil Quenched, 150C (300F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1380,1085,13,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2496,ASTM A710 Steel,"Grade A, Class 3, Thickness > 50 mm",,1,,0,1.15,0.55,0,0.85,0,0.025,95.96,0,0.025,0.4,0,0.2,0,0.07,0.02,0,0.75,,515,450,20,,1,Hot rolled – general construction steel
2497,AISI 5120 Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 775C (1430F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.905,0,0.035,0.225,0,0,0,0.195,0,0,0.8,,834,635,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2498,AISI 8822 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",,0,,0,0,0.875,0,0.55,0,0.04,97.2,0,0.035,0.225,0,0.35,0,0.225,0,0,0.5,,1176,654,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
2499,AISI 8822H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 865C (1590F) Reheat, 150C (300F) Temper",,0,,0,0,0.875,0,0.55,0,0.04,97.205,0,0.035,0.225,0,0.35,0,0.22,0,0,0.5,,1510,1093,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2500,AISI E9310 Steel,"Annealed At 845C (1550F), 25 mm (1 In.) Round",,7,,0,0,0.55,0,3.25,0,0.025,94.455,0,0.025,0.275,0,0.115,0,0.105,0,0,1.2,,820,450,17,,7,Annealed – easy-to-machine – round annealed stock
2501,AISI 8622H Steel,"Heat Treated, Machined To 13.7 mm Rounds, Pseudocarburized, 820C (1510F) Reheat, 150C (300F) Temper",,0,,0,0,0.775,0,0.55,0,0.04,97.46,0,0.035,0.225,0,0.2,0,0.22,0,0,0.495,,1451,1041,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2502,AISI E9310 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 830C (1525F) Reheat, 150C (300F) Temper",,0,,0,0,0.55,0,3.25,0,0.025,94.455,0,0.025,0.275,0,0.115,0,0.105,0,0,1.2,,1200,1034,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2503,AISI 8822 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 820C (1510F) Reheat, 150C (300F) Temper",,0,,0,0,0.875,0,0.55,0,0.04,97.2,0,0.035,0.225,0,0.35,0,0.225,0,0,0.5,,1204,805,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2504,AISI E9310 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",,0,,0,0,0.55,0,3.25,0,0.025,94.455,0,0.025,0.275,0,0.115,0,0.105,0,0,1.2,,1069,896,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2505,AISI E9310 Steel,Annealed At 845C (1550F),,7,,0,0,0.55,0,3.25,0,0.025,94.455,0,0.025,0.275,0,0.115,0,0.105,0,0,1.2,,820,440,17,,7,Annealed – easy-to-machine – round annealed stock
2506,AISI 8622 Steel,"Heat Treated, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.425,0,0.035,0.225,0,0.2,0,0.225,0,0,0.5,,1176,654,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
2507,AISI E9310 Steel,"Mock Carburized, 790C (1450F) Reheat, 150C (300F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.55,0,3.25,0,0.025,94.455,0,0.025,0.275,0,0.115,0,0.105,0,0,1.2,,938,655,19,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2508,AISI 8620H Steel,"Carburized, Box Cooled, Reheated And Quenched, 150C (300F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,675,490,21,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2509,AISI 5120H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 845C (1550F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.9,0,0.035,0.225,0,0,0,0.2,0,0,0.8,,938,758,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2510,AISI 8620H Steel,"Cooled In Carburizing Box, Reheated And Quenched, 13 mm (0.5 In.) Round",,8,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1296,1035,11,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2511,AISI 8822H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 820C (1510F) Reheat, 150C (300F) Temper",,0,,0,0,0.875,0,0.55,0,0.04,97.205,0,0.035,0.225,0,0.35,0,0.22,0,0,0.5,,1204,805,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2512,AISI E9310H Steel,"Normalized At 890C (1635F), 13 mm (0.5 In.) Round",,4,,0,0,0.55,0,3.25,0,0.05,94.485,0,0,0.225,0,0.115,0,0.1,0,0,1.225,,917,605,20,,4,Normalized (air cooled) – general-purpose steel
2513,AISI 4820 Steel,"Normalized 860C (1580F), 25 mm (1 In.) Round",,4,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,758,485,24,,4,Normalized (air cooled) – general-purpose steel
2514,AISI E9310 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 800C (1470F) Reheat, 150C (300F) Temper",,0,,0,0,0.55,0,3.25,0,0.025,94.455,0,0.025,0.275,0,0.115,0,0.105,0,0,1.2,,1131,965,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2515,AISI E9310H Steel,"Double Quenched And Tempered At 150C (300F), 1.4 mm Case Depth",,5,,0,0,0.55,0,3.25,0,0.05,94.485,0,0,0.225,0,0.115,0,0.1,0,0,1.225,,1203,958,15,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2516,AISI E9310H Steel,"Direct Quenched From Pot, Tempered At 230C (450F), 0.99 mm Case Depth",,5,,0,0,0.55,0,3.25,0,0.05,94.485,0,0,0.225,0,0.115,0,0.1,0,0,1.225,,1227,1010,15,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2517,AISI 8620 Steel,"Direct Quenched From Pot, 150C (300F) Temper, Carburized",,5,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1324,1036,12,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2518,AISI E9310 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 830C (1525F) Reheat, 150C (300F) Temper",,0,,0,0,0.55,0,3.25,0,0.025,94.455,0,0.025,0.275,0,0.115,0,0.105,0,0,1.2,,1200,1055,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2519,AISI E9310 Steel,"Normalized At 890C (1635F), 100 mm (4 In.) Round",,4,,0,0,0.55,0,3.25,0,0.025,94.455,0,0.025,0.275,0,0.115,0,0.105,0,0,1.2,,862,565,19,,4,Normalized (air cooled) – general-purpose steel
2520,AISI 8622 Steel,"Heat Treated, Machined To 13.7 mm Rounds, Pseudocarburized, 865C (1590F) Reheat, 150C (300F) Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.425,0,0.035,0.225,0,0.2,0,0.225,0,0,0.5,,1510,1093,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
