Entry,Name,Processing condition,,Cluster Number (0 to 11),,Al,Cu,Mn,N,Ni,Ti,S,Fe,Zr,P,Si,V,Mo,Co,C,Nb,B,Cr,,(Ultimate) Tensile strength (MPa),Yield strength (MPa),Ductility (%),,Cluster Number,Cluster label
92,AISI 4118 Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.8,0,0,0,0.04,98.055,0,0.035,0.25,0,0.115,0,0.205,0,0,0.5,,820,445,21,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
93,AISI 4150H Steel,"Normalized At 870C (1600F), Air Cooled, 100 mm (4 In.) Round",,4,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,1005,635,19,,4,Normalized (air cooled) – general-purpose steel
94,AISI 4140 Steel,"Oil Quenched, 13 mm (0.5 In.) Round (845C (1550F) Quench, 595C (1100F) Temper)",,6,,0,0,0.875,0,0,0,0.04,97.27,0,0.035,0.225,0,0.2,0,0.405,0,0,0.95,,1090,1025,18,,6,Quenched (oil) & tempered – high-strength structural steel
95,AISI 4118H Steel,"Annealed At 870C (1600F), Furnace Cooled At 11C (20F)/Hour, 25 mm (1 In.) Round",,7,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,517,365,33,,7,Annealed – easy-to-machine – round annealed stock
96,AISI 4150H Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,1205,1105,14,,6,Quenched (oil) & tempered – high-strength structural steel
97,AISI 4023 Steel,"Normalized At 925C (1700F), Machined To 25 mm (1 In.) Rounds, Pseudocarburized At 925C (1700F) And Oil Quenched, 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,98.4,0,0.035,0.25,0,0.25,0,0.225,0,0,0,,827,585,20,,0,Carburized – quenched (oil) – wear-resistant surface steel
98,AISI 4130 Steel,"Water Quenched 855C (1570F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.745,0,0.035,0.225,0,0.2,0,0.305,0,0,0.95,,1040,979,18,,10,Quenched (water) & tempered – high-strength structural steel
99,AISI 4140H Steel,"Heat Treated, Tempered 315C (600F), 25 mm (1 In.) Round",,0,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,1725,1572,11,,0,Carburized – quenched (oil) – wear-resistant surface steel
100,AISI 4140 Steel,"Normalized At 870C (1600F), Reheated To 845C (1550F), Oil Quenched, 595C (1100F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.875,0,0,0,0.04,97.245,0,0.035,0.25,0,0.2,0,0.405,0,0,0.95,,1020,910,19,,0,Carburized – quenched (oil) – wear-resistant surface steel
101,AISI 4140H Steel,"Oil Quenched, Tempered 315C (600F), 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,1585,1345,11,,6,Quenched (oil) & tempered – high-strength structural steel
102,AISI 4150H Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,1020,945,17,,6,Quenched (oil) & tempered – high-strength structural steel
103,AISI 4140 Steel,"Oil Quenched, 13 mm (0.5 In.) Round (845C (1550F) Quench, 650C (1200F) Temper)",,6,,0,0,0.875,0,0,0,0.04,97.27,0,0.035,0.225,0,0.2,0,0.405,0,0,0.95,,938,889,19,,6,Quenched (oil) & tempered – high-strength structural steel
104,AISI 4118 Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 230C (450F) Temper, 14 mm (0.55 In.) Round",,8,,0,0,0.8,0,0,0,0.04,98.055,0,0.035,0.25,0,0.115,0,0.205,0,0,0.5,,951,617,17,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
105,AISI 4150 Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.17,0,0.035,0.225,0,0.2,0,0.505,0,0,0.95,,855,625,21,,6,Quenched (oil) & tempered – high-strength structural steel
106,AISI 4118 Steel,"Direct Quenched From Pot, Carburized, 230C (450F) Temper",,5,,0,0,0.8,0,0,0,0.04,98.055,0,0.035,0.25,0,0.115,0,0.205,0,0,0.5,,1220,896,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
107,AISI 4140H Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,938,889,19,,6,Quenched (oil) & tempered – high-strength structural steel
108,AISI 4150 Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.17,0,0.035,0.225,0,0.2,0,0.505,0,0,0.95,,910,675,20,,6,Quenched (oil) & tempered – high-strength structural steel
109,AISI 4130 Steel,"Water Quenched 855C (1570F), 480C (900F) Temper, 13 mm (0.5 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.745,0,0.035,0.225,0,0.2,0,0.305,0,0,0.95,,1145,1110,16,,10,Quenched (water) & tempered – high-strength structural steel
110,AISI 4140H Steel,"Heat Treated, Tempered 205C (400F), 25 mm (1 In.) Round",,0,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,1020,675,17,,0,Carburized – quenched (oil) – wear-resistant surface steel
111,AISI 4140H Steel,"Oil Quenched, 650C (1200F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,931,793,22,,6,Quenched (oil) & tempered – high-strength structural steel
112,AISI 4027 Steel,"Water Quenched 865C (1590F), 595C (1100F) Temper, 14 mm (0.55 In.) Round",,10,,0,0,0.8,0,0,0,0.04,98.35,0,0.035,0.25,0,0.25,0,0.275,0,0,0,,896,800,20,,10,Quenched (water) & tempered – high-strength structural steel
113,AISI 4130H Steel,"Water Quenched 855C (1570F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.7,0,0.035,0.25,0,0.2,0,0.3,0,0,0.975,,1040,979,18,,10,Quenched (water) & tempered – high-strength structural steel
114,AISI 4150H Steel,"Annealed At 830C (1525F), Furnace Cooled 11C (20F)/Hour, Air Cooled, 25 mm (1 In.) Round",,7,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,731,380,20,,7,Annealed – easy-to-machine – round annealed stock
115,AISI 4130 Steel,"Water Quenched 855C (1570F), 540C (1000F) Temper, 25 mm (1 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.745,0,0.035,0.225,0,0.2,0,0.305,0,0,0.95,,993,896,18,,10,Quenched (water) & tempered – high-strength structural steel
116,AISI 4118H Steel,"Single Quenched, 150C (300F) Temper, 1.2 mm Case Depth",,5,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,869,440,21,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
117,AISI 4023 Steel,"Normalized At 925C (1700F), Machined To 25 mm (1 In.) Rounds, Pseudocarburized At 925C (1700F), Box Cooled To Rt, Reheated To 775C (1430F) And Oil Quenched, 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,98.4,0,0.035,0.25,0,0.25,0,0.225,0,0,0,,724,415,19,,0,Carburized – quenched (oil) – wear-resistant surface steel
118,AISI 4027 Steel,"Annealed, 25 mm (1 In.) Round",,3,,0,0,0.8,0,0,0,0.04,98.35,0,0.035,0.25,0,0.25,0,0.275,0,0,0,,515,325,30,,3,Normalized – easy-to-machine stock (cold drawn)
119,AISI 4140 Steel,"Annealed At 815C (1500F) Furnace Cooled 11C (20F)/Hour To 665C (1230F), Air Cooled, 25 mm (1 In.) Round",,7,,0,0,0.875,0,0,0,0.04,97.27,0,0.035,0.225,0,0.2,0,0.405,0,0,0.95,,655,415,25,,7,Annealed – easy-to-machine – round annealed stock
120,AISI 4023 Steel,"Normalized At 925C (1700F), Machined To 13.7 mm (0.540 In.) Rounds, Pseudocarburized At 925C (1700F), Box Cooled To Rt, Reheated To 855C (1570F) And Oil Quenched, 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,98.4,0,0.035,0.25,0,0.25,0,0.225,0,0,0,,986,724,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
121,AISI 4130 Steel,Annealed At 865C (1590F),,7,,0,0,0.5,0,0,0,0.04,97.745,0,0.035,0.225,0,0.2,0,0.305,0,0,0.95,,560,360,28,,7,Annealed – easy-to-machine – round annealed stock
122,AISI 4150 Steel,Normalized 870C (1600F),,4,,0,0,0.875,0,0,0,0.04,97.17,0,0.035,0.225,0,0.2,0,0.505,0,0,0.95,,1160,740,11,,4,Normalized (air cooled) – general-purpose steel
123,AISI 4150 Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.17,0,0.035,0.225,0,0.2,0,0.505,0,0,0.95,,972,883,18,,6,Quenched (oil) & tempered – high-strength structural steel
124,AISI 4140H Steel,"Normalized At 870C (1600F), Air Cooled, 50 mm (2 In.) Round",,4,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,972,635,16,,4,Normalized (air cooled) – general-purpose steel
125,AISI 4140H Steel,"Heat Treated, 650C (1200F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,896,786,21,,0,Carburized – quenched (oil) – wear-resistant surface steel
126,AISI 4140H Steel,"Oil Quenched, Tempered 425C (800F), 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,1380,1170,15,,6,Quenched (oil) & tempered – high-strength structural steel
127,AISI 4140H Steel,"Heat Treated, Tempered 370C (700F), 25 mm (1 In.) Round",,0,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,1595,1460,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
128,AISI 4118H Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 230C (450F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,617,296,28,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
129,AISI 4130 Steel,"Water Quenched 855C (1570F), 595C (1100F) Temper, 100 mm (4 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.745,0,0.035,0.225,0,0.2,0,0.305,0,0,0.95,,703,540,24,,10,Quenched (water) & tempered – high-strength structural steel
130,AISI 4118H Steel,"Normalized At 910C (1670F), Air Cooled, 14 mm (0.55 In.) Round",,4,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,586,393,31,,4,Normalized (air cooled) – general-purpose steel
131,AISI 4118H Steel,"Double Quench, 230C (450F) Temper, 1.2 mm Case Depth",,5,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,827,435,22,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
132,AISI 4118H Steel,"Single Quench, 230C (450F) Temper, 1.2 mm Case Depth",,5,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,951,620,18,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
133,AISI 4130 Steel,"Water Quenched 855C (1570F), 480C (900F) Temper, 50 mm (2 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.745,0,0.035,0.225,0,0.2,0,0.305,0,0,0.95,,917,758,19,,10,Quenched (water) & tempered – high-strength structural steel
134,AISI 4150H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,1145,1034,15,,6,Quenched (oil) & tempered – high-strength structural steel
135,AISI 4118H Steel,"Direct Quench, 150C (300F) Temper, 1.6 mm Case Depth",,5,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,1225,903,9,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
136,AISI 4140H Steel,"Normalized At 870C (1600F), Air Cooled, 13 mm (0.5 In.) Round",,4,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,1020,675,17,,4,Normalized (air cooled) – general-purpose steel
137,AISI 4419 Steel,"Mock Carburized, 230C (450F) Temper, 14 mm (0.55 In.) Round",,8,,0,0,0.55,0,0,0,0.04,98.395,0,0.035,0.25,0,0.525,0,0.205,0,0,0,,710,425,24,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
138,AISI 4150H Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,1165,1040,15,,6,Quenched (oil) & tempered – high-strength structural steel
139,AISI 4130H Steel,"Water Quenched 855C (1570F), 540C (1000F) Temper, 100 mm (4 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.7,0,0.035,0.25,0,0.2,0,0.3,0,0,0.975,,800,635,21,,10,Quenched (water) & tempered – high-strength structural steel
140,AISI 4027 Steel,"Water Quenched 865C (1590F), 540C (1000F) Temper, 50 mm (2 In.) Round",,10,,0,0,0.8,0,0,0,0.04,98.35,0,0.035,0.25,0,0.25,0,0.275,0,0,0,,765,585,23,,10,Quenched (water) & tempered – high-strength structural steel
141,AISI 4118 Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 150C (300F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.8,0,0,0,0.04,98.055,0,0.035,0.25,0,0.115,0,0.205,0,0,0.5,,669,317,26,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
142,AISI 4150 Steel,"Heat Treated, 25 mm (1 In.) Round",,0,,0,0,0.875,0,0,0,0.04,97.17,0,0.035,0.225,0,0.2,0,0.505,0,0,0.95,,731,380,20,,0,Carburized – quenched (oil) – wear-resistant surface steel
143,AISI 4150H Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,855,625,21,,6,Quenched (oil) & tempered – high-strength structural steel
144,AISI 4419 Steel,"Mock Carburized, 150C (300F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.55,0,0,0,0.04,98.395,0,0.035,0.25,0,0.525,0,0.205,0,0,0,,660,415,25,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
145,AISI 4150H Steel,Normalized 870C (1600F),,4,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,1160,740,11,,4,Normalized (air cooled) – general-purpose steel
146,AISI 4419 Steel,"Normalized At 955C (1750F), 100 mm (4 In.) Round",,4,,0,0,0.55,0,0,0,0.04,98.395,0,0.035,0.25,0,0.525,0,0.205,0,0,0,,505,330,30,,4,Normalized (air cooled) – general-purpose steel
147,AISI 4419H Steel,"Normalized At 955C (1750F), 100 mm (4 In.) Round",,4,,0,0,0.55,0,0,0,0.04,98.4,0,0.035,0.25,0,0.525,0,0.2,0,0,0,,505,330,30,,4,Normalized (air cooled) – general-purpose steel
148,AISI 4130 Steel,"Water Quenched 855C (1570F), 540C (1000F) Temper, 100 mm (4 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.745,0,0.035,0.225,0,0.2,0,0.305,0,0,0.95,,800,635,21,,10,Quenched (water) & tempered – high-strength structural steel
149,AISI 4130 Steel,"Water Quenched 855C (1570F), 595C (1100F) Temper, 25 mm (1 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.745,0,0.035,0.225,0,0.2,0,0.305,0,0,0.95,,883,779,21,,10,Quenched (water) & tempered – high-strength structural steel
150,AISI 4118H Steel,"Normalized At 910C (1670F), Air Cooled, 100 mm (4 In.) Round",,4,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,521,341,34,,4,Normalized (air cooled) – general-purpose steel
151,AISI 4150 Steel,"Normalized At 870C (1600F), Air Cooled, 100 mm (4 In.) Round",,4,,0,0,0.875,0,0,0,0.04,97.17,0,0.035,0.225,0,0.2,0,0.505,0,0,0.95,,1005,635,19,,4,Normalized (air cooled) – general-purpose steel
152,AISI 4130H Steel,"Water Quenched 855C (1570F), 480C (900F) Temper, 13 mm (0.5 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.7,0,0.035,0.25,0,0.2,0,0.3,0,0,0.975,,1145,1110,16,,10,Quenched (water) & tempered – high-strength structural steel
153,AISI 4130H Steel,Annealed At 865C (1590F),,7,,0,0,0.5,0,0,0,0.04,97.7,0,0.035,0.25,0,0.2,0,0.3,0,0,0.975,,560,360,28,,7,Annealed – easy-to-machine – round annealed stock
154,AISI 4130H Steel,"Water Quenched 855C (1570F), 595C (1100F) Temper, 25 mm (1 In.) Round",,10,,0,0,0.5,0,0,0,0.04,97.7,0,0.035,0.25,0,0.2,0,0.3,0,0,0.975,,883,779,21,,10,Quenched (water) & tempered – high-strength structural steel
155,AISI 4150H Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,972,883,18,,6,Quenched (oil) & tempered – high-strength structural steel
156,AISI 4118 Steel,"Single Quenched And Tempered, Carburized, 230C (450F) Temper",,5,,0,0,0.8,0,0,0,0.04,98.055,0,0.035,0.25,0,0.115,0,0.205,0,0,0.5,,951,620,18,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
157,AISI 4130H Steel,"Annealed, 25 mm (1 In.) Round",,3,,0,0,0.5,0,0,0,0.04,97.7,0,0.035,0.25,0,0.2,0,0.3,0,0,0.975,,560,460,21,,3,Normalized – easy-to-machine stock (cold drawn)
158,AISI 4027 Steel,"Normalized, 50 mm (2 In.) Round",,9,,0,0,0.8,0,0,0,0.04,98.35,0,0.035,0.25,0,0.25,0,0.275,0,0,0,,595,385,27,,9,Normalized – general-purpose steel (round normalized stock)
159,AISI 4419H Steel,"Mock Carburized, 230C (450F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.55,0,0,0,0.04,98.4,0,0.035,0.25,0,0.525,0,0.2,0,0,0,,635,400,26,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
160,AISI 4419 Steel,"Double Quenched, 230C (450F) Temper",,5,,0,0,0.55,0,0,0,0.04,98.395,0,0.035,0.25,0,0.525,0,0.205,0,0,0,,679,376,23,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
161,AISI 4419H Steel,"Single Quenched And Tempered, 230C (450F)",,5,,0,0,0.55,0,0,0,0.04,98.4,0,0.035,0.25,0,0.525,0,0.2,0,0,0,,708,431,24,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
162,AISI 4150 Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.17,0,0.035,0.225,0,0.2,0,0.505,0,0,0.95,,1095,883,15,,6,Quenched (oil) & tempered – high-strength structural steel
163,AISI 4419 Steel,"Mock Carburized, 150C (300F) Temper, 14 mm (0.55 In.) Round",,8,,0,0,0.55,0,0,0,0.04,98.395,0,0.035,0.25,0,0.525,0,0.205,0,0,0,,710,450,24,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
164,AISI 4320 Steel,"Double Quenched And Tempered (Carburized 925C (1700F) For 8Hrs, Pot Cooled, Reheated To 815C (1500F), Quenched In Agitated Oil, Reheated To 775C, Quenched In Agitated Oil, 230C (450F) Temper), 230C (450F) Temper",,5,,0,0,0.55,0,1.825,0,0.04,96.38,0,0.035,0.225,0,0.25,0,0.195,0,0,0.5,,1005,650,21,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
165,AISI 4419 Steel,"Annealed At 915C (1675F), 25 mm (1 In.) Round",,7,,0,0,0.55,0,0,0,0.04,98.395,0,0.035,0.25,0,0.525,0,0.205,0,0,0,,450,330,31,,7,Annealed – easy-to-machine – round annealed stock
166,AISI 4419 Steel,"Normalized At 955C (1750F), 14 mm (0.55 In.) Round",,4,,0,0,0.55,0,0,0,0.04,98.395,0,0.035,0.25,0,0.525,0,0.205,0,0,0,,540,360,33,,4,Normalized (air cooled) – general-purpose steel
167,AISI 4150H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,1035,910,18,,6,Quenched (oil) & tempered – high-strength structural steel
168,AISI 4419 Steel,"Mock Carburized, 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.55,0,0,0,0.04,98.395,0,0.035,0.25,0,0.525,0,0.205,0,0,0,,670,435,24,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
169,AISI 4150H Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,1310,1215,13,,6,Quenched (oil) & tempered – high-strength structural steel
170,AISI 4419 Steel,"Single Quenched, 150C (300F) Temper",,5,,0,0,0.55,0,0,0,0.04,98.395,0,0.035,0.25,0,0.525,0,0.205,0,0,0,,712,450,24,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
171,AISI 4140H Steel,Annealed 25 mm (1 In.) Round,,3,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,655,485,26,,3,Normalized – easy-to-machine stock (cold drawn)
172,AISI 4419H Steel,"Mock Carburized, 230C (450F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.55,0,0,0,0.04,98.4,0,0.035,0.25,0,0.525,0,0.2,0,0,0,,650,405,25,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
173,AISI 4118H Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,820,445,21,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
174,AISI 4320 Steel,"Direct Quench From Pot (Carburized 925C (1700F) For 8 Hrs., Quenched In Agitated Oil, 230C (450F) Temper), 1.5 mm Case Depth",,5,,0,0,0.55,0,1.825,0,0.04,96.38,0,0.035,0.225,0,0.25,0,0.195,0,0,0.5,,1490,1095,12,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
175,AISI 4118H Steel,"Direct Quench, 230C (450F) Temper, 1.6 mm Case Depth",,5,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,1220,896,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
176,AISI 4150 Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.17,0,0.035,0.225,0,0.2,0,0.505,0,0,0.95,,931,814,20,,6,Quenched (oil) & tempered – high-strength structural steel
177,AISI 4419H Steel,"Mock Carburized, 230C (450F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.55,0,0,0,0.04,98.4,0,0.035,0.25,0,0.525,0,0.2,0,0,0,,580,330,27,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
178,AISI 4419H Steel,"Mock Carburized, 150C (300F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.55,0,0,0,0.04,98.4,0,0.035,0.25,0,0.525,0,0.2,0,0,0,,595,365,27,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
179,AISI 4150H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,1170,1076,14,,6,Quenched (oil) & tempered – high-strength structural steel
180,AISI 4140H Steel,"Normalized At 870C (1600F), Air Cooled, 100 mm (4 In.) Round",,4,,0,0,0.875,0,0,0,0.04,97.22,0,0.035,0.225,0,0.225,0,0.405,0,0,0.975,,814,485,22,,4,Normalized (air cooled) – general-purpose steel
181,AISI 4320 Steel,"Normalized 925C (1700F) In 32 mm Rounds, Machined To 13.7 mm Rounds, Pseudocarburized 925C (1700F) For 8 Hrs., Box Cooled To Rt, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, Tested In 12.8 mm Rounds",,0,,0,0,0.55,0,1.825,0,0.04,96.38,0,0.035,0.225,0,0.25,0,0.195,0,0,0.5,,1180,1015,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
182,AISI 4419H Steel,"Double Quenched And Tempered, 230C (450F)",,5,,0,0,0.55,0,0,0,0.04,98.4,0,0.035,0.25,0,0.525,0,0.2,0,0,0,,679,376,23,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
183,AISI 4419 Steel,"Normalized At 955C (1750F), 25 mm (1 In.) Round",,4,,0,0,0.55,0,0,0,0.04,98.395,0,0.035,0.25,0,0.525,0,0.205,0,0,0,,515,350,32,,4,Normalized (air cooled) – general-purpose steel
184,AISI 4118 Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 230C (450F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.8,0,0,0,0.04,98.055,0,0.035,0.25,0,0.115,0,0.205,0,0,0.5,,645,314,28,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
185,AISI 4140 Steel,"Oil Quenched, 425C (800F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.27,0,0.035,0.225,0,0.2,0,0.405,0,0,0.95,,1380,1170,15,,6,Quenched (oil) & tempered – high-strength structural steel
186,AISI 4419H Steel,"Double Quenched And Tempered, 150C (300F)",,5,,0,0,0.55,0,0,0,0.04,98.4,0,0.035,0.25,0,0.525,0,0.2,0,0,0,,734,377,21,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
187,AISI 4150 Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.17,0,0.035,0.225,0,0.2,0,0.505,0,0,0.95,,1035,910,18,,6,Quenched (oil) & tempered – high-strength structural steel
